Edad,trabajo,estado_civil,educacion,saldo,credito_vivienda,prestamo,contacto,campaign,contactos_previos,poutcome,suscrito
46.18152922479251,student,single,primary,0,yes,yes,telephone,23.0,2.0,failure,yes
69.0,self-employed,single,tertiary,32999,no,no,telephone,14.0,0.0,success,no
32.0,self-employed,divorced,tertiary,56115,no,yes,telephone,23.0,4.0,failure,no
54.0,management,single,secondary,85701,yes,yes,cellular,8.0,1.0,success,yes
37.0,self-employed,single,tertiary,39164,no,no,telephone,13.0,4.0,nonexistent,yes
20.0,student,married,primary,76777,no,no,telephone,25.131025957972806,0.0,success,no
74.0,blue-collar,married,tertiary,88333,no,no,telephone,1.0,4.0,failure,yes
57.0,admin,divorced,secondary,72919,no,no,cellular,37.0,4.0,success,no
25.0,services,single,primary,17699,yes,no,cellular,26.0,4.0,nonexistent,yes
57.0,self-employed,married,secondary,9481,no,yes,telephone,4.0,2.0004504098729843,success,yes
61.0,unemployed,divorced,tertiary,0,no,yes,telephone,16.0,1.0,success,no
73.0,management,divorced,tertiary,81518,no,yes,telephone,25.0,0.0,failure,no
40.0,blue-collar,single,tertiary,29334,no,yes,telephone,19.0,3.0,failure,no
57.0,management,single,tertiary,57252,yes,yes,cellular,20.0,4.0,nonexistent,yes
28.0,self-employed,married,primary,81462,yes,no,telephone,26.0,2.0,success,yes
25.0,self-employed,divorced,tertiary,77996,yes,no,telephone,3.0,2.0,success,yes
46.0,blue-collar,married,secondary,63625,no,no,cellular,48.0,4.0,success,yes
47.0,technician,single,primary,92097,no,no,telephone,7.0,3.0,failure,no
73.0,blue-collar,married,primary,18790,yes,no,cellular,32.0,3.0,nonexistent,yes
27.0,retired,married,primary,3490,yes,no,cellular,5.0,1.0,nonexistent,yes
56.0,unemployed,divorced,secondary,46055,no,no,cellular,21.0,3.0,success,yes
66.0,retired,divorced,secondary,96163,yes,no,telephone,20.0,2.0,failure,no
53.0,technician,divorced,secondary,15593,no,yes,cellular,29.0,4.0,success,no
30.0,student,single,secondary,35746,no,no,cellular,24.0,1.0,nonexistent,yes
49.0,student,divorced,tertiary,33992,yes,yes,telephone,1.0,0.0,failure,no
53.0,unemployed,married,tertiary,35624,yes,no,telephone,43.0,1.0,nonexistent,yes
54.0,services,divorced,secondary,87713,yes,yes,cellular,25.0,0.0,failure,yes
43.0,unemployed,married,secondary,20623,no,no,telephone,27.0,1.0,nonexistent,yes
39.0,unemployed,divorced,tertiary,89471,no,no,cellular,25.0,3.0,nonexistent,yes
21.0,unemployed,divorced,tertiary,-1852,yes,yes,telephone,25.131025957972806,1.0,failure,yes
35.0,unemployed,married,secondary,22449,no,no,cellular,28.0,2.0004504098729843,success,yes
55.0,admin,married,primary,87619,no,no,telephone,32.0,3.0,nonexistent,yes
73.0,blue-collar,married,primary,48577,yes,no,telephone,34.0,1.0,failure,yes
39.0,retired,married,secondary,11538,no,no,cellular,42.0,2.0,nonexistent,yes
46.18152922479251,unemployed,single,primary,90517,no,no,telephone,19.0,2.0,nonexistent,yes
48.0,services,married,tertiary,49787,no,yes,cellular,48.0,2.0,nonexistent,yes
28.0,self-employed,married,primary,63246,yes,no,cellular,2.0,0.0,failure,yes
63.0,retired,single,secondary,66643,yes,yes,telephone,28.0,4.0,failure,yes
49.0,retired,married,primary,3628,yes,no,telephone,4.0,3.0,success,yes
22.0,self-employed,married,primary,64987,yes,yes,telephone,36.0,2.0,failure,yes
55.0,services,married,primary,39409,no,yes,cellular,1.0,1.0,success,no
57.0,student,single,tertiary,10377,yes,yes,telephone,13.0,3.0,success,no
63.0,retired,married,tertiary,41548,yes,no,telephone,31.0,1.0,nonexistent,no
46.18152922479251,services,single,tertiary,53003,no,yes,cellular,17.0,2.0,failure,no
52.0,retired,divorced,secondary,50100,no,yes,cellular,6.0,3.0,success,no
61.0,entrepreneur,single,primary,18319,yes,no,cellular,24.0,0.0,failure,yes
65.0,unemployed,divorced,tertiary,Auto%#,yes,no,telephone,13.0,2.0,success,no
40.0,retired,single,tertiary,21214,yes,yes,telephone,21.0,2.0004504098729843,success,no
34.0,services,single,primary,50861,yes,yes,cellular,24.0,4.0,success,yes
18.0,retired,single,secondary,94649,no,no,telephone,22.0,3.0,nonexistent,no
59.0,retired,single,primary,55103,yes,yes,cellular,12.0,4.0,success,yes
74.0,services,single,secondary,99401,no,yes,cellular,20.0,3.0,failure,yes
72.0,management,divorced,primary,82067,yes,no,telephone,42.0,4.0,failure,no
70.0,admin,married,tertiary,2520,yes,yes,cellular,15.0,0.0,nonexistent,yes
73.0,management,divorced,tertiary,34484,yes,no,telephone,4.0,4.0,success,yes
51.0,blue-collar,divorced,tertiary,27577,yes,yes,cellular,14.0,3.0,failure,yes
39.0,admin,single,secondary,28558,no,no,cellular,33.0,1.0,failure,no
42.0,services,married,primary,91374,no,no,cellular,43.0,1.0,failure,no
46.18152922479251,management,single,secondary,-790,no,yes,cellular,29.0,1.0,failure,yes
35.0,unemployed,divorced,tertiary,98491,yes,yes,cellular,10.0,0.0,success,yes
68.0,blue-collar,married,secondary,61807,yes,no,cellular,36.0,2.0,nonexistent,yes
29.0,blue-collar,single,secondary,71594,yes,yes,cellular,14.0,1.0,failure,no
34.0,technician,divorced,secondary,41304,yes,no,cellular,33.0,4.0,success,yes
59.0,services,married,primary,74999,yes,no,cellular,7.0,4.0,success,no
32.0,retired,married,secondary,843,no,yes,cellular,36.0,4.0,nonexistent,yes
32.0,self-employed,divorced,secondary,77871,no,yes,telephone,36.0,3.0,success,no
72.0,student,married,secondary,17834,no,no,cellular,41.0,0.0,failure,no
56.0,unemployed,divorced,tertiary,91263,yes,no,cellular,34.0,0.0,success,no
49.0,entrepreneur,single,tertiary,93775,yes,yes,cellular,35.0,1.0,success,yes
57.0,admin,single,primary,81064,no,no,telephone,30.0,4.0,success,no
37.0,retired,married,tertiary,50278,no,yes,cellular,32.0,4.0,success,yes
44.0,unemployed,married,primary,63553,no,no,cellular,22.0,4.0,failure,yes
35.0,blue-collar,married,tertiary,81576,yes,yes,telephone,5.0,2.0,success,yes
33.0,admin,married,primary,43386,yes,yes,cellular,41.0,0.0,failure,yes
26.0,services,divorced,primary,32055,no,no,telephone,20.0,3.0,nonexistent,no
29.0,blue-collar,single,primary,14651,no,no,cellular,38.0,0.0,success,yes
55.0,self-employed,single,tertiary,0,no,no,cellular,37.0,3.0,nonexistent,no
24.0,blue-collar,single,secondary,37208,no,no,telephone,31.0,4.0,failure,yes
74.0,blue-collar,divorced,tertiary,36805,no,yes,telephone,47.0,0.0,failure,yes
52.0,self-employed,married,secondary,38574,yes,yes,telephone,43.0,4.0,failure,yes
35.0,services,divorced,tertiary,97917,yes,no,telephone,18.0,3.0,failure,yes
33.0,self-employed,married,secondary,42938,no,yes,telephone,29.0,4.0,success,yes
56.0,student,married,tertiary,46524,no,no,cellular,12.0,3.0,success,no
21.0,blue-collar,married,primary,45515,yes,yes,cellular,29.0,1.0,nonexistent,yes
42.0,unemployed,married,primary,86383,no,yes,cellular,7.0,4.0,failure,no
49.0,admin,single,primary,88852,yes,yes,telephone,16.0,2.0,failure,no
57.0,unemployed,married,secondary,69231,no,yes,cellular,12.0,2.0,nonexistent,no
30.0,student,married,secondary,77173,no,no,telephone,21.0,4.0,failure,yes
34.0,unemployed,divorced,primary,2886,yes,no,telephone,42.0,3.0,nonexistent,yes
46.18152922479251,services,divorced,secondary,1771,yes,no,telephone,17.0,2.0004504098729843,failure,no
54.0,blue-collar,married,primary,94183,yes,no,cellular,28.0,2.0,failure,no
36.0,admin,divorced,tertiary,36672,yes,no,cellular,47.0,0.0,failure,yes
30.0,unemployed,single,secondary,44686,yes,yes,cellular,8.0,2.0004504098729843,success,no
74.0,student,divorced,secondary,45193,yes,no,cellular,46.0,0.0,failure,yes
43.0,retired,divorced,tertiary,78630,no,no,telephone,26.0,1.0,nonexistent,no
31.0,self-employed,married,secondary,83432,no,yes,cellular,40.0,4.0,success,no
21.0,retired,single,secondary,44346,yes,no,telephone,31.0,3.0,success,no
56.0,blue-collar,divorced,tertiary,0,no,no,telephone,19.0,1.0,success,yes
42.0,self-employed,single,primary,75111,yes,no,telephone,49.0,0.0,success,yes
30.0,entrepreneur,single,primary,81764,no,yes,telephone,5.0,2.0,nonexistent,yes
49.0,services,divorced,tertiary,1924,yes,yes,telephone,13.0,0.0,success,no
55.0,unemployed,married,tertiary,92633,no,yes,cellular,18.0,4.0,success,no
73.0,admin,single,tertiary,43938,no,yes,cellular,20.0,4.0,nonexistent,no
45.0,technician,married,primary,94045,no,yes,cellular,49.0,2.0,nonexistent,no
20.0,unemployed,divorced,tertiary,38345,yes,yes,telephone,49.0,4.0,success,yes
45.0,services,divorced,primary,0,no,yes,telephone,40.0,2.0,failure,yes
20.0,services,married,primary,6476,yes,no,cellular,33.0,4.0,success,yes
71.0,entrepreneur,single,secondary,8861,yes,yes,cellular,40.0,0.0,nonexistent,no
51.0,management,single,primary,59130,no,no,cellular,5.0,4.0,success,yes
46.18152922479251,self-employed,divorced,primary,67677,no,yes,telephone,9.0,0.0,success,yes
55.0,self-employed,married,primary,60910,yes,yes,telephone,32.0,0.0,failure,no
25.0,management,married,tertiary,27839,yes,no,telephone,39.0,1.0,failure,yes
46.18152922479251,unemployed,divorced,secondary,55405,no,yes,telephone,4.0,0.0,failure,yes
74.0,unemployed,single,primary,52353,yes,yes,cellular,22.0,4.0,nonexistent,no
31.0,admin,married,tertiary,55554,no,yes,telephone,2.0,2.0,success,yes
49.0,admin,married,secondary,82367,yes,yes,cellular,37.0,0.0,nonexistent,yes
27.0,technician,married,primary,6568,yes,yes,cellular,37.0,0.0,failure,no
29.0,technician,married,secondary,25855,no,no,telephone,1.0,4.0,nonexistent,yes
66.0,technician,single,primary,50650,no,yes,cellular,39.0,3.0,success,no
46.0,services,divorced,primary,66383,no,no,telephone,48.0,3.0,nonexistent,no
22.0,technician,divorced,secondary,87578,yes,no,telephone,33.0,2.0,failure,no
69.0,technician,married,tertiary,21830,no,yes,telephone,49.0,4.0,success,no
42.0,self-employed,single,tertiary,22467,no,yes,cellular,25.131025957972806,0.0,success,no
56.0,admin,single,secondary,21620,yes,yes,cellular,49.0,3.0,nonexistent,yes
30.0,self-employed,divorced,secondary,57999,no,yes,cellular,21.0,1.0,nonexistent,no
62.0,management,married,secondary,0,no,yes,cellular,48.0,3.0,nonexistent,no
67.0,blue-collar,married,secondary,62383,yes,yes,cellular,28.0,1.0,failure,no
66.0,self-employed,divorced,primary,26222,no,no,cellular,37.0,4.0,failure,yes
37.0,management,married,secondary,2619,yes,yes,telephone,2.0,0.0,success,no
30.0,technician,married,primary,30287,yes,yes,cellular,17.0,2.0004504098729843,failure,yes
34.0,entrepreneur,married,primary,56928,yes,yes,telephone,31.0,2.0,nonexistent,yes
71.0,management,divorced,secondary,Auto%#,no,yes,cellular,45.0,0.0,nonexistent,no
53.0,student,divorced,tertiary,18428,yes,no,cellular,13.0,0.0,failure,yes
50.0,unemployed,single,secondary,64746,no,yes,cellular,45.0,2.0,nonexistent,no
18.0,unemployed,married,primary,9606,no,yes,telephone,18.0,0.0,nonexistent,no
32.0,entrepreneur,single,primary,49138,yes,yes,telephone,24.0,3.0,failure,no
30.0,self-employed,married,primary,99474,yes,no,telephone,31.0,1.0,failure,no
34.0,self-employed,married,tertiary,87393,yes,no,telephone,33.0,4.0,success,no
41.0,management,single,primary,16132,no,yes,telephone,31.0,4.0,success,yes
44.0,self-employed,single,tertiary,64454,no,yes,cellular,21.0,0.0,success,yes
62.0,student,single,primary,23695,no,no,cellular,5.0,2.0,nonexistent,no
40.0,technician,married,primary,6897,no,no,cellular,11.0,2.0,nonexistent,no
25.0,self-employed,single,secondary,66397,yes,yes,cellular,48.0,1.0,nonexistent,yes
43.0,technician,divorced,tertiary,51646,yes,no,telephone,3.0,1.0,nonexistent,no
64.0,services,single,primary,32575,yes,yes,telephone,6.0,4.0,success,yes
30.0,admin,married,tertiary,89511,yes,yes,telephone,20.0,1.0,nonexistent,yes
56.0,technician,single,primary,66185,no,yes,telephone,4.0,4.0,nonexistent,no
54.0,unemployed,married,primary,2423,yes,yes,telephone,37.0,3.0,success,no
66.0,admin,divorced,tertiary,40580,no,no,telephone,39.0,0.0,success,no
45.0,unemployed,divorced,secondary,62806,no,no,cellular,7.0,4.0,failure,yes
33.0,retired,single,tertiary,71175,no,no,telephone,38.0,4.0,failure,no
72.0,technician,divorced,tertiary,595,yes,no,cellular,36.0,3.0,success,no
19.0,admin,single,tertiary,85057,no,yes,cellular,34.0,3.0,failure,yes
71.0,unemployed,single,primary,0,no,yes,cellular,6.0,3.0,nonexistent,yes
35.0,unemployed,single,tertiary,43132,no,yes,cellular,39.0,0.0,failure,yes
34.0,technician,divorced,primary,67611,yes,no,cellular,2.0,2.0004504098729843,failure,yes
30.0,retired,divorced,secondary,83862,no,no,cellular,27.0,3.0,success,yes
49.0,retired,single,primary,32539,no,yes,cellular,39.0,1.0,failure,yes
63.0,management,divorced,secondary,99996,yes,yes,cellular,32.0,1.0,nonexistent,yes
47.0,entrepreneur,divorced,secondary,59568,no,yes,cellular,25.131025957972806,1.0,success,no
35.0,blue-collar,divorced,secondary,23094,yes,yes,cellular,34.0,1.0,success,no
30.0,student,single,primary,82271,yes,yes,telephone,25.0,3.0,success,no
60.0,technician,single,tertiary,40095,yes,no,cellular,24.0,4.0,nonexistent,yes
38.0,unemployed,married,primary,82692,no,yes,telephone,25.0,4.0,failure,no
47.0,self-employed,divorced,secondary,Auto%#,no,yes,telephone,12.0,2.0,failure,yes
38.0,entrepreneur,married,tertiary,7007,no,no,telephone,30.0,2.0,nonexistent,yes
72.0,management,married,primary,0,yes,yes,cellular,30.0,4.0,failure,yes
34.0,technician,married,secondary,58210,no,no,cellular,33.0,1.0,success,yes
57.0,unemployed,divorced,secondary,57754,no,yes,cellular,15.0,3.0,success,no
36.0,retired,married,tertiary,11377,no,no,cellular,29.0,4.0,failure,no
69.0,entrepreneur,divorced,primary,-200,no,yes,cellular,14.0,3.0,nonexistent,yes
69.0,student,divorced,tertiary,35901,yes,no,cellular,5.0,1.0,success,no
27.0,unemployed,married,tertiary,-1031,yes,yes,telephone,2.0,2.0,success,yes
48.0,student,divorced,tertiary,49031,no,no,cellular,16.0,2.0,success,yes
70.0,blue-collar,divorced,tertiary,79137,no,yes,telephone,39.0,0.0,success,no
40.0,entrepreneur,single,primary,34087,yes,yes,telephone,38.0,2.0,success,no
69.0,student,married,tertiary,35473,no,yes,cellular,17.0,4.0,success,no
47.0,student,single,secondary,37379,no,yes,telephone,31.0,2.0,failure,yes
50.0,unemployed,divorced,secondary,28655,no,yes,cellular,1.0,0.0,nonexistent,yes
74.0,self-employed,married,secondary,13259,yes,yes,telephone,6.0,2.0,nonexistent,yes
69.0,unemployed,divorced,tertiary,63923,no,no,telephone,31.0,1.0,success,yes
46.18152922479251,self-employed,divorced,secondary,66025,no,yes,telephone,36.0,4.0,nonexistent,no
64.0,student,married,primary,50996,no,yes,telephone,8.0,4.0,success,yes
18.0,self-employed,single,tertiary,66426,no,yes,cellular,29.0,3.0,failure,yes
28.0,technician,single,tertiary,64258,no,yes,cellular,25.131025957972806,2.0,success,yes
51.0,unemployed,divorced,tertiary,6947,no,yes,cellular,24.0,2.0,failure,yes
33.0,technician,single,primary,33018,no,no,telephone,40.0,4.0,failure,yes
26.0,entrepreneur,married,tertiary,98890,no,yes,telephone,2.0,3.0,failure,yes
49.0,technician,married,tertiary,63461,no,yes,cellular,20.0,0.0,success,no
50.0,self-employed,married,secondary,13073,no,no,telephone,14.0,2.0,nonexistent,no
31.0,management,single,tertiary,6190,no,no,cellular,37.0,1.0,nonexistent,no
74.0,student,single,secondary,35846,yes,yes,cellular,41.0,1.0,failure,yes
25.0,services,divorced,tertiary,6142,no,yes,telephone,20.0,2.0,success,no
25.0,blue-collar,single,secondary,90079,yes,no,telephone,49.0,3.0,failure,no
29.0,admin,divorced,secondary,99342,no,yes,cellular,33.0,1.0,success,yes
59.0,technician,divorced,primary,-1232,no,yes,telephone,20.0,2.0004504098729843,success,yes
68.0,management,divorced,tertiary,25255,yes,no,telephone,6.0,2.0,success,yes
60.0,retired,divorced,secondary,41319,yes,no,telephone,15.0,3.0,failure,no
48.0,blue-collar,divorced,tertiary,91156,yes,yes,cellular,22.0,3.0,nonexistent,yes
34.0,blue-collar,single,primary,16691,no,no,telephone,2.0,3.0,nonexistent,yes
50.0,blue-collar,single,primary,97693,no,no,cellular,28.0,1.0,failure,yes
49.0,blue-collar,married,secondary,52463,no,yes,telephone,36.0,2.0,success,yes
46.0,self-employed,divorced,primary,Auto%#,no,no,cellular,36.0,2.0004504098729843,failure,no
38.0,technician,single,secondary,8263,no,yes,telephone,44.0,0.0,nonexistent,no
38.0,services,divorced,tertiary,50142,no,no,telephone,18.0,3.0,failure,yes
57.0,technician,divorced,secondary,76922,yes,yes,telephone,12.0,3.0,failure,yes
40.0,technician,divorced,secondary,85917,no,yes,cellular,19.0,1.0,nonexistent,yes
23.0,management,divorced,primary,23993,no,yes,telephone,25.0,2.0004504098729843,success,no
39.0,student,married,tertiary,0,yes,yes,telephone,28.0,2.0,nonexistent,no
67.0,entrepreneur,single,tertiary,90981,yes,yes,cellular,15.0,3.0,nonexistent,no
54.0,blue-collar,divorced,secondary,24162,no,yes,cellular,39.0,1.0,nonexistent,yes
62.0,services,single,tertiary,68203,yes,no,telephone,34.0,4.0,nonexistent,yes
68.0,admin,divorced,tertiary,30383,no,no,telephone,13.0,4.0,success,no
71.0,self-employed,divorced,secondary,18786,yes,yes,cellular,16.0,0.0,nonexistent,yes
25.0,services,single,secondary,53357,no,no,cellular,40.0,1.0,failure,no
58.0,admin,single,tertiary,73954,no,no,telephone,31.0,1.0,failure,yes
66.0,unemployed,divorced,secondary,29259,yes,yes,telephone,1.0,2.0,nonexistent,yes
52.0,self-employed,single,primary,46879,no,no,telephone,49.0,4.0,failure,yes
68.0,blue-collar,married,tertiary,29651,no,no,cellular,47.0,0.0,success,yes
28.0,entrepreneur,married,secondary,77591,no,no,telephone,23.0,2.0,failure,yes
41.0,blue-collar,divorced,tertiary,59080,yes,yes,cellular,14.0,2.0,success,yes
66.0,services,divorced,tertiary,72659,no,no,cellular,39.0,4.0,success,no
68.0,unemployed,single,primary,11755,yes,yes,cellular,42.0,4.0,failure,no
19.0,blue-collar,divorced,primary,73270,yes,yes,telephone,20.0,1.0,nonexistent,yes
56.0,blue-collar,single,tertiary,42666,no,yes,cellular,26.0,2.0004504098729843,failure,no
45.0,unemployed,divorced,primary,87123,yes,no,cellular,25.131025957972806,3.0,success,no
73.0,entrepreneur,divorced,primary,86802,no,no,telephone,2.0,4.0,failure,no
55.0,entrepreneur,divorced,tertiary,21854,yes,yes,telephone,39.0,4.0,failure,no
45.0,management,divorced,tertiary,79242,no,yes,telephone,21.0,4.0,success,yes
19.0,student,single,secondary,60236,no,yes,cellular,32.0,0.0,failure,no
46.18152922479251,entrepreneur,divorced,secondary,58480,yes,no,cellular,31.0,2.0,failure,yes
68.0,student,married,primary,43802,yes,no,cellular,12.0,1.0,failure,yes
21.0,student,single,primary,68084,no,no,telephone,21.0,2.0,success,no
39.0,services,divorced,primary,27502,yes,no,telephone,19.0,2.0,failure,no
66.0,entrepreneur,single,secondary,56204,no,no,telephone,17.0,2.0,success,yes
60.0,unemployed,single,tertiary,12263,yes,no,cellular,30.0,2.0,nonexistent,no
46.18152922479251,services,single,secondary,65088,no,yes,cellular,36.0,2.0004504098729843,failure,no
30.0,student,divorced,primary,69550,yes,no,telephone,9.0,0.0,nonexistent,no
69.0,admin,married,primary,11106,yes,yes,cellular,34.0,2.0,success,yes
34.0,unemployed,divorced,primary,13396,yes,yes,cellular,10.0,2.0,nonexistent,no
53.0,entrepreneur,divorced,primary,52490,no,no,cellular,40.0,2.0,nonexistent,no
72.0,management,single,secondary,-1352,yes,yes,cellular,11.0,2.0,failure,no
63.0,services,divorced,primary,91733,no,yes,telephone,19.0,4.0,nonexistent,yes
36.0,admin,single,secondary,53546,no,yes,telephone,22.0,2.0,nonexistent,yes
52.0,self-employed,married,tertiary,62396,yes,no,cellular,49.0,2.0004504098729843,nonexistent,no
63.0,admin,single,secondary,75145,yes,yes,telephone,22.0,0.0,failure,yes
57.0,unemployed,single,primary,31588,yes,no,cellular,49.0,4.0,success,no
45.0,entrepreneur,single,primary,90128,no,no,telephone,16.0,2.0,nonexistent,no
18.0,retired,married,tertiary,79456,yes,no,telephone,17.0,0.0,failure,yes
59.0,self-employed,divorced,primary,19829,no,yes,cellular,40.0,1.0,success,no
35.0,entrepreneur,married,secondary,47058,no,yes,telephone,7.0,1.0,failure,yes
29.0,retired,divorced,secondary,65670,no,yes,telephone,7.0,1.0,nonexistent,yes
25.0,student,divorced,secondary,177,no,yes,cellular,43.0,3.0,nonexistent,no
41.0,student,single,tertiary,16683,yes,yes,telephone,30.0,4.0,success,no
33.0,student,single,secondary,53133,no,yes,telephone,3.0,0.0,failure,no
21.0,student,single,secondary,81303,yes,yes,telephone,34.0,0.0,nonexistent,no
61.0,self-employed,married,secondary,9693,no,yes,telephone,31.0,1.0,success,no
26.0,services,single,tertiary,42622,no,no,telephone,38.0,4.0,failure,yes
64.0,technician,married,primary,86564,no,no,cellular,46.0,2.0,success,yes
33.0,technician,divorced,primary,89945,no,no,cellular,4.0,2.0004504098729843,failure,no
29.0,services,divorced,secondary,59291,yes,no,telephone,10.0,2.0,nonexistent,yes
48.0,self-employed,divorced,secondary,472,yes,yes,telephone,25.0,1.0,failure,yes
41.0,blue-collar,divorced,primary,52646,yes,yes,cellular,37.0,4.0,failure,no
31.0,blue-collar,married,secondary,28549,no,no,cellular,1.0,3.0,failure,no
62.0,unemployed,single,primary,76554,yes,yes,telephone,17.0,3.0,success,no
51.0,blue-collar,divorced,tertiary,0,yes,no,telephone,7.0,3.0,nonexistent,no
41.0,blue-collar,divorced,secondary,77142,yes,yes,cellular,1.0,2.0,success,yes
59.0,admin,single,primary,86491,yes,yes,telephone,39.0,0.0,failure,yes
43.0,entrepreneur,married,primary,67310,no,no,telephone,10.0,3.0,nonexistent,yes
57.0,unemployed,divorced,tertiary,-1742,yes,no,telephone,3.0,4.0,success,no
27.0,admin,divorced,secondary,4868,yes,yes,telephone,19.0,0.0,nonexistent,yes
36.0,management,married,primary,4817,no,no,cellular,28.0,0.0,failure,no
20.0,student,divorced,primary,56259,yes,no,telephone,32.0,1.0,failure,no
44.0,retired,married,tertiary,94636,no,no,cellular,12.0,2.0,success,yes
66.0,services,divorced,tertiary,80157,no,no,cellular,25.131025957972806,2.0,failure,no
52.0,retired,married,tertiary,56031,no,no,telephone,40.0,3.0,failure,yes
58.0,technician,single,primary,86521,no,no,cellular,9.0,4.0,nonexistent,no
70.0,management,married,tertiary,52858,no,no,cellular,18.0,3.0,failure,yes
43.0,student,divorced,secondary,57473,yes,yes,telephone,36.0,0.0,failure,no
64.0,unemployed,single,tertiary,96898,no,no,cellular,25.131025957972806,0.0,nonexistent,no
40.0,self-employed,married,secondary,16134,yes,no,telephone,36.0,0.0,success,yes
48.0,retired,divorced,primary,14786,no,yes,telephone,4.0,0.0,failure,no
67.0,blue-collar,married,primary,88933,no,no,cellular,40.0,4.0,nonexistent,no
37.0,admin,divorced,tertiary,50990,no,yes,telephone,43.0,0.0,failure,yes
29.0,blue-collar,married,primary,73963,yes,no,cellular,35.0,2.0,failure,no
21.0,blue-collar,single,tertiary,53030,no,yes,telephone,6.0,0.0,success,no
40.0,entrepreneur,single,secondary,8494,yes,yes,telephone,31.0,0.0,nonexistent,yes
65.0,unemployed,married,primary,71026,yes,yes,telephone,27.0,1.0,failure,no
72.0,self-employed,married,tertiary,24273,no,yes,telephone,3.0,3.0,success,no
65.0,student,divorced,primary,92040,yes,yes,telephone,36.0,1.0,nonexistent,yes
18.0,self-employed,divorced,secondary,12760,yes,no,telephone,36.0,4.0,success,yes
42.0,admin,married,secondary,68822,yes,yes,cellular,48.0,2.0,nonexistent,yes
19.0,technician,divorced,secondary,65149,no,yes,telephone,37.0,2.0,success,yes
46.18152922479251,unemployed,single,secondary,43540,yes,no,cellular,15.0,4.0,success,no
20.0,unemployed,single,tertiary,86499,no,yes,cellular,37.0,3.0,failure,no
42.0,student,married,tertiary,36419,no,yes,cellular,44.0,4.0,success,yes
37.0,blue-collar,single,primary,1552,no,no,cellular,47.0,2.0004504098729843,failure,no
66.0,blue-collar,divorced,tertiary,57571,yes,yes,telephone,6.0,2.0004504098729843,failure,yes
69.0,entrepreneur,single,tertiary,21622,no,yes,telephone,33.0,1.0,nonexistent,no
38.0,unemployed,divorced,primary,2996,no,no,cellular,21.0,3.0,nonexistent,no
50.0,blue-collar,married,secondary,32232,yes,yes,telephone,28.0,1.0,failure,yes
69.0,unemployed,married,secondary,60083,no,no,telephone,21.0,1.0,success,yes
55.0,blue-collar,single,primary,52034,no,yes,cellular,24.0,2.0,nonexistent,yes
32.0,management,married,tertiary,37379,no,yes,telephone,28.0,3.0,failure,yes
32.0,management,divorced,primary,67649,no,no,cellular,46.0,0.0,failure,yes
42.0,unemployed,single,tertiary,34861,yes,yes,cellular,34.0,4.0,nonexistent,yes
41.0,entrepreneur,married,primary,19235,yes,no,cellular,41.0,2.0,failure,no
74.0,admin,divorced,primary,88798,no,yes,cellular,17.0,3.0,nonexistent,no
22.0,services,divorced,tertiary,1579,no,yes,telephone,15.0,1.0,success,yes
23.0,student,married,primary,55944,yes,yes,cellular,29.0,1.0,nonexistent,yes
60.0,services,divorced,secondary,19829,no,no,cellular,41.0,1.0,success,yes
61.0,student,single,secondary,18912,no,yes,cellular,22.0,4.0,success,yes
64.0,student,divorced,tertiary,38334,yes,yes,cellular,27.0,0.0,failure,yes
21.0,student,married,secondary,32341,no,no,cellular,15.0,1.0,success,no
46.18152922479251,management,divorced,primary,10663,yes,yes,cellular,21.0,4.0,failure,no
35.0,self-employed,single,tertiary,20104,no,no,cellular,4.0,3.0,success,no
38.0,technician,divorced,primary,40323,no,no,telephone,47.0,4.0,nonexistent,yes
45.0,unemployed,single,primary,46277,yes,no,telephone,18.0,4.0,failure,no
39.0,services,single,primary,15511,no,yes,telephone,16.0,1.0,nonexistent,yes
57.0,student,divorced,tertiary,56367,yes,no,telephone,35.0,2.0,success,no
40.0,unemployed,divorced,primary,96235,no,yes,cellular,12.0,2.0,nonexistent,no
20.0,self-employed,single,primary,42654,no,no,cellular,7.0,2.0,failure,yes
57.0,self-employed,married,tertiary,92428,yes,yes,cellular,41.0,3.0,nonexistent,no
67.0,technician,divorced,primary,53233,no,yes,cellular,10.0,2.0,failure,no
42.0,technician,divorced,tertiary,65837,no,yes,telephone,12.0,2.0004504098729843,success,no
66.0,services,divorced,primary,93033,yes,yes,telephone,28.0,4.0,success,no
25.0,self-employed,divorced,secondary,56498,yes,no,cellular,18.0,2.0004504098729843,success,yes
22.0,self-employed,single,primary,41705,yes,yes,telephone,39.0,1.0,nonexistent,yes
62.0,retired,single,secondary,59490,yes,yes,telephone,17.0,2.0,nonexistent,no
70.0,services,divorced,tertiary,51645,no,no,cellular,45.0,1.0,nonexistent,yes
46.18152922479251,entrepreneur,single,secondary,88425,no,no,cellular,42.0,2.0,failure,no
54.0,technician,single,tertiary,66231,yes,no,cellular,46.0,1.0,nonexistent,no
73.0,entrepreneur,single,primary,70181,no,yes,telephone,1.0,0.0,nonexistent,yes
62.0,retired,single,secondary,88641,yes,yes,telephone,38.0,0.0,nonexistent,yes
55.0,management,single,primary,53032,no,yes,cellular,4.0,2.0004504098729843,success,yes
26.0,admin,single,tertiary,62221,yes,no,cellular,21.0,3.0,nonexistent,yes
19.0,entrepreneur,divorced,tertiary,0,no,yes,telephone,44.0,3.0,success,no
